,title,subtitle,location_x,currency,price,description,other_details,bed,bath,toilet,area,prop_type,location_y,match,pricerange
5888,3 BEDROOM FLAT / APARTMENT FOR RENT,"Lovely 3Bedroom flat with 1,room service quotres","Off Ajanaku street, Awuse estate OpebiOpebi Ikeja Lagos",naira,4000000,"Lovely 3Bedroom flat with 1,room service quotres"," FOR RENT: Lovely 3,Bedroom flat Located in Lovely quiet and secured neibhourhood in Awuse .. Read more ",3,3,4,Ikeja,Flat,"Off Ajanaku street, Awuse estate OpebiOpebi Ikeja Lagos",Opebi Ikeja,2.1M-5M
5889,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedrooms flat,Rauf WilliamsAdelabu Surulere Lagos,naira,1800000,3 bedrooms flat, FOR RENT: )Lovely 3bedroom flat with 3toilets and bath at Rauf Williams off adelabu Pr.. Read more ,3,3,4,Surulere,Flat,Rauf WilliamsAdelabu Surulere Lagos,Surulere,1.1M-2M
5890,3 BEDROOM FLAT / APARTMENT FOR RENT,Newly renovated 3 bedroom flat ,-Maryland Lagos,naira,1800000,Newly renovated 3 bedroom flat , FOR RENT: 3 bedroom Flat / Apartment for rent Maryland Lagos.. Read more ,3,3,4,-Maryland,Flat,#NAME?,Maryland,1.1M-2M
5891,3 BEDROOM FLAT / APARTMENT FOR RENT,Fully serviced 3 bedroom apartment ,-Lekki Phase 1 Lekki Lagos,naira,3000000,Fully serviced 3 bedroom apartment , FOR RENT: ??TO LET?? Fully serviced 3 bedroom apartment FEATURES: • Clean • Serviced .. Read more ,3,3,4,Lekki,Flat,-Lekki Phase 1 Lekki Lagos,Phase 1 Lekki,2.1M-5M
5893,3 BEDROOM FLAT / APARTMENT FOR RENT,A Newly Renovated 3 Bedroom Flat ,-Sabo Yaba Lagos,naira,1500000,A Newly Renovated 3 Bedroom Flat , FOR RENT: A newly renovated 3bedroom flat in sabo yaba. #1.5m All round tiles Fitted kit.. Read more ,3,0,0,Yaba,Flat,#NAME?,Sabo Yaba,1.1M-2M
5898,3 BEDROOM FLAT / APARTMENT FOR RENT, 3 Bedroom Apartment,Oyediran estate Sabo Yaba Lagos,naira,1500000, 3 Bedroom Apartment," FOR RENT: Letting 3 bedroom flat at oyadiran estate, sabo yaba Rent N1.5m per year, .. Read more ",3,0,0,Yaba,Flat,Oyediran estate Sabo Yaba Lagos,Sabo Yaba,1.1M-2M
5900,3 BEDROOM FLAT / APARTMENT FOR RENT,Very Amazing 3 Bedroom Flat At Surulere Lagos for Rent,Surulere Lagos,naira,1000000,Very Amazing 3 Bedroom Flat At Surulere Lagos for Rent," FOR RENT: VERY AMAZING 3BED FLAT, ALL ROOM ENSUIT, AMPLE CAR PARK, PREPAID METERS, .. Read more ",3,3,4,Surulere,Flat,Surulere Lagos,Surulere,501k-1M
5906,3 BEDROOM FLAT / APARTMENT FOR RENT,Very Lovely 3 Bedroom Flat,-Allen Avenue Ikeja Lagos,naira,2000000,Very Lovely 3 Bedroom Flat, FOR RENT: JUST OUT Lovely. 3bedroom flat 3toilet and 3 bathr secure environment of Allen .. Read more ,3,3,3,Ikeja,Flat,#NAME?,Allen Ikeja,1.1M-2M
5911,3 BEDROOM FLAT / APARTMENT FOR RENT,3bed room flat,Lambe strIsolo Lagos,naira,700000,3bed room flat," FOR RENT: 3bed room flat, all rooms ensuit, very sharp, spacious, standard, in lambe ago p.. Read more ",3,4,4,strIsolo,Flat,Lambe strIsolo Lagos,Isolo,501k-1M
5922,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom Apartment,Bickersteth estate Onike Yaba Lagos,naira,1500000,3 Bedroom Apartment," FOR RENT: Fresh Out 3 bedroom apartment for rent all rooms ensuit, 2 in a compound .. Read more ",3,3,0,Yaba,Flat,Bickersteth estate Onike Yaba Lagos,Onike Yaba,1.1M-2M
5929,3 BEDROOM FLAT / APARTMENT FOR RENT,Lovely And Spacious 3 Bedroom Flat,-Ikate Lekki Lagos,naira,2200000,Lovely And Spacious 3 Bedroom Flat, FOR RENT: Lovely ans spacious 3 bedroom flat in an estate at Ikate with a room BQ going fo.. Read more ,3,0,0,Lekki,Flat,#NAME?,Ikate Lekki,2.1M-5M
5934,3 BEDROOM FLAT / APARTMENT FOR RENT,Very Clean 3 Bedroom Apartment For Rent At Oworonshoki,Oyenubi street Oworonshoki Gbagada Lagos,naira,550000,Very Clean 3 Bedroom Apartment For Rent At Oworonshoki, FOR RENT: LETTING 3BEDROOM FLAT AT OYENUBI STR. CAR WASH BUS STOP OWORO. WITH 2 TOILET.. Read more ,3,,2,Gbagada,Flat,Oyenubi street Oworonshoki Gbagada Lagos,Oworonshoki,501k-1M
5936,3 BEDROOM FLAT / APARTMENT FOR RENT,Very Nice 3 Bedroom Flat ,-Millenuim Ups Gbagada Lagos,naira,1200000,Very Nice 3 Bedroom Flat , FOR RENT: Just Out 3 bedrooms ground flat all rooms ensuite with guest toilet All ro.. Read more ,3,3,4,Gbagada,Flat,#NAME?,Gbagada,1.1M-2M
5940,3 BEDROOM FLAT / APARTMENT FOR RENT, tastefully and well finished brand new 3 bedroom flat,..Ogudu Gra Ogudu Lagos,naira,2500000, tastefully and well finished brand new 3 bedroom flat, FOR RENT: A tastefully and well finished brand new 3 bedroom flat all ensuite fitted with .. Read more ,3,3,4,Ogudu,Flat,..Ogudu Gra Ogudu Lagos,GRA Ogudu,2.1M-5M
5941,3 BEDROOM FLAT / APARTMENT FOR RENT,Standard 3 Bedroom Flat (;Upstairs with Balcony),"Alagomeji, Yaba.Alagomeji Yaba Lagos",naira,1300000,Standard 3 Bedroom Flat (;Upstairs with Balcony)," FOR RENT: 3 Bedroom flat in a serene, Gated Environment of Alagomeji, Yaba. Rent: 1.3m.. Read more ",3,3,3,Yaba,Flat,"Alagomeji, Yaba.Alagomeji Yaba Lagos",Alagomeji Yaba,1.1M-2M
5951,3 BEDROOM FLAT / APARTMENT FOR RENT,"Newly Built 3 Bedroom Flat For Rent At Ojodu, Lagos",Ojodu Lagos,naira,1400000,"Newly Built 3 Bedroom Flat For Rent At Ojodu, Lagos", FOR RENT: 3 Bedroom flat all rooms ensuit in budland opposite omole phase 1 Rent:#1.4m F.. Read more ,3,,,Ojodu,Flat,Ojodu Lagos,Ojodu,1.1M-2M
5956,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat ,calabarAdelabu Surulere Lagos,naira,1500000,3 bedroom flat , FOR RENT: Newly renovated 3bedroom flat ground floor with 3toilet & 3bath @ calabar street.. Read more ,3,3,3,Surulere,Flat,calabarAdelabu Surulere Lagos,Surulere,1.1M-2M
5970,3 BEDROOM FLAT / APARTMENT FOR RENT, Clean And 3 Bedroom Flat,...Ogudu Ogudu Lagos,naira,1200000, Clean And 3 Bedroom Flat, FOR RENT: 3 Bedroom for rent at ogudu central All round pop and tiled Fitted kitchen Cab.. Read more ,3,0,0,Ogudu,Flat,...Ogudu Ogudu Lagos,Ogudu,1.1M-2M
5971,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom Flat ,"Chemist, Akoka, Yaba.Akoka Yaba Lagos",naira,1100000,3 Bedroom Flat , FOR RENT: Lovely 3 Bedroom all rooms ensuite flat with prepaid meter & car park in the com.. Read more ,3,3,4,Yaba,Flat,"Chemist, Akoka, Yaba.Akoka Yaba Lagos",Akoka Yaba,1.1M-2M
5976,3 BEDROOM FLAT / APARTMENT FOR RENT,LUXURIOUS 3BEDROOM FLATS,ODUDUWA WAYIkeja Gra Ikeja Lagos,naira,4000000,LUXURIOUS 3BEDROOM FLATS, FOR RENT: 2BLOKS OF 3BEBROOM FLATS EACH BLOCK COMPRISING OF 6FLATS OF 3BEDROOM FLATS.ON AN.. Read more ,3,3,4,Ikeja,Flat,ODUDUWA WAYIkeja Gra Ikeja Lagos,GRA Ikeja,2.1M-5M
5979,3 BEDROOM FLAT / APARTMENT FOR RENT,"Fully Furnished Executive 3 Bedroom Flat For Rent At Mende Maryland, Lagos",Mende Maryland Lagos,naira,5000000,"Fully Furnished Executive 3 Bedroom Flat For Rent At Mende Maryland, Lagos"," FOR RENT: ***MENDE, MARYLAND LETTINGS** 1 unit of 3-bedroom fully serviced & furnished ap.. Read more ",3,,,Maryland,Flat,Mende Maryland Lagos,Maryland,2.1M-5M
5980,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom flat for RENT,OFF OLUFEMIMasha Surulere Lagos,naira,1300000,3 Bedroom flat for RENT, FOR RENT: VERY CLEAN AND MASSIVE 3 BEDROOM FLAT OFF ALHAJI MASHA ROAD .. Read more ,3,3,3,Surulere,Flat,OFF OLUFEMIMasha Surulere Lagos,Surulere,1.1M-2M
5983,3 BEDROOM FLAT / APARTMENT FOR RENT,Newly BUILT BLOCK OF 6FLATS,SOBO ARIOBODU STREETIkeja Gra Ikeja Lagos,naira,3500000,Newly BUILT BLOCK OF 6FLATS," FOR RENT: EXECUTIVE BLOCT OF 6, NOS 3BEDROOM FLATS FOR CO OPERATE TENANT TO TAKE ALL. EACH.. Read more ",3,3,4,Ikeja,Flat,SOBO ARIOBODU STREETIkeja Gra Ikeja Lagos,GRA Ikeja,2.1M-5M
5986,3 BEDROOM FLAT / APARTMENT FOR RENT,Decent And Spacious 3 Bedroom Flat,...Opebi Ikeja Lagos,naira,2200000,Decent And Spacious 3 Bedroom Flat, FOR RENT: To let Decent and Spacious 3 bedroom flat With prepared meter upstairs apart.. Read more ,3,0,0,Ikeja,Flat,...Opebi Ikeja Lagos,Opebi Ikeja,2.1M-5M
5996,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom Flat ( Self-Compound),"Yaba, Lagos. Yaba Lagos",naira,700000,3 Bedroom Flat ( Self-Compound), FOR RENT: 3 Bedroom Flat with a Private Self-Compound for rent in a Gated & Serene Environ.. Read more ,3,1,1,Yaba,Flat,"Yaba, Lagos. Yaba Lagos",Yaba,501k-1M
6003,3 BEDROOM FLAT / APARTMENT FOR RENT,"Standard 3 Bedroom Apartment For Rent At FESO Estate, Ogudu Road. Ojota ",FESO Estate Ogudu Road Ojota Lagos,naira,1500000,"Standard 3 Bedroom Apartment For Rent At FESO Estate, Ogudu Road. Ojota ", FOR RENT: Another one just out @ FESO ESTATE A very decent modern 3bedroom flat with .. Read more ,3,3,4,Ojota,Flat,FESO Estate Ogudu Road Ojota Lagos,Ojota,1.1M-2M
6007,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom Serviced Apartment (Upstairs),Yabatech Quarters EstateYaba Lagos,naira,2000000,3 Bedroom Serviced Apartment (Upstairs)," FOR RENT: Serviced 3 Bedroom Flat in a Gated Estate. Service charge covers security, cl.. Read more ",3,3,4,EstateYaba,Flat,Yabatech Quarters EstateYaba Lagos,Yaba,1.1M-2M
6059,3 BEDROOM FLAT / APARTMENT FOR RENT,An Executive Luxury Ensuite Serviced 3 bedroom Flat With Room Bq ,Off Iwaya Road Onike Yaba Lagos,naira,2500000,An Executive Luxury Ensuite Serviced 3 bedroom Flat With Room Bq ," FOR RENT: An Executive Luxury Ensuites Serviced 3bd Flat With Rm Bq @ Sabo Onike-Yaba, Lag.. Read more ",3,3,4,Yaba,Flat,Off Iwaya Road Onike Yaba Lagos,Onike Yaba,2.1M-5M
6066,3 BEDROOM FLAT / APARTMENT FOR RENT,Luxury & exquisitely finished 3 bedroom flat,Parkview Estate Ikoyi Lagos,naira,5000000,Luxury & exquisitely finished 3 bedroom flat," FOR RENT: 3bedroom +BQ, swimming ,gym, all rooms ensuite with Ac., fitted kitchen, 24hrs e.. Read more ",3,3,4,Ikoyi,Flat,Parkview Estate Ikoyi Lagos,Parkview Ikoyi,2.1M-5M
6069,3 BEDROOM FLAT / APARTMENT FOR RENT,Decent 3 bedroom flat ,MarylandLsdpc Maryland Estate Maryland Lagos,naira,1500000,Decent 3 bedroom flat , FOR RENT: Lovely.. Read more ,3,3,4,Maryland,Flat,MarylandLsdpc Maryland Estate Maryland Lagos,Maryland,1.1M-2M
6080,3 BEDROOM FLAT / APARTMENT FOR RENT,Newly renovated 3 bedroom flat,Agungi Lekki Lagos,naira,1900000,Newly renovated 3 bedroom flat, FOR RENT: Newly renovated 3 bedroom flat for let in Agungi lekki Lagos. Features!!! Ma.. Read more ,3,3,4,Lekki,Flat,Agungi Lekki Lagos,Agungi Lekki,1.1M-2M
6085,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom Flat In A Serene Environment,"Alagba Estate Behind NYSC, Iyana Ipaja,Iyana Ipaja Ipaja Lagos",naira,1300000,3 Bedroom Flat In A Serene Environment," FOR RENT: TO LET,,,, Decent Spacious Newly 3 Bedroom All Rooms En-Suit, mordern Kitche.. Read more ",3,3,4,Ipaja,Flat,"Alagba Estate Behind NYSC, Iyana Ipaja,Iyana Ipaja Ipaja Lagos",Iyana Ipaja,1.1M-2M
6088,3 BEDROOM FLAT / APARTMENT FOR RENT,A newly renovated 4 Bedroom flat (upstairs) ,Mende Maryland Lagos,naira,2200000,A newly renovated 4 Bedroom flat (upstairs) ," FOR RENT: A newly renovated 4 Bedroom flat, upstairs in an estate* in Mende-Maryland. N2.. Read more ",3,4,4,Maryland,Flat,Mende Maryland Lagos,Maryland,2.1M-5M
6097,3 BEDROOM FLAT / APARTMENT FOR RENT,Luxurious 3 bedroom apartment ,Banana Island Ikoyi Lagos,naira,10000000,Luxurious 3 bedroom apartment , FOR RENT: ??TO LET?? 3 Bedroom apartment with maid's room and swimming pool FEATURES: .. Read more ,3,3,4,Ikoyi,Flat,Banana Island Ikoyi Lagos,Banana Island Ikoyi,Above 5M
6098,3 BEDROOM FLAT / APARTMENT FOR RENT,Luxury built 3 bedroom all rooms en-suite en-suite apartment with a swimming pool and gym ,Old Ikoyi Ikoyi Lagos,naira,9000000,Luxury built 3 bedroom all rooms en-suite en-suite apartment with a swimming pool and gym , FOR RENT: FOR RENT Ikoyi 3 bedroom apartment for rent in old ikoyi. Swimming pool and.. Read more ,3,3,4,Ikoyi,Flat,Old Ikoyi Ikoyi Lagos,Old Ikoyi,Above 5M
6102,3 BEDROOM FLAT / APARTMENT FOR RENT,Luxury 3 bedroom all rooms en-suite apartment with a room bq ,Off admiralty way Lekki Phase 1 Lekki Lagos,naira,4000000,Luxury 3 bedroom all rooms en-suite apartment with a room bq , FOR RENT: Location: Lekki phase 1 Luxury 3 bedroom apartment with a well fitted kitchen .. Read more ,3,3,4,Lekki,Flat,Off admiralty way Lekki Phase 1 Lekki Lagos,Phase 1 Lekki,2.1M-5M
6104,3 BEDROOM FLAT / APARTMENT FOR RENT,"Newly Built 3 Bedroom Flat with pop, All Room Ensuite ",Unity EstatevAbule AduEgbe Idimu Lagos,naira,700000,"Newly Built 3 Bedroom Flat with pop, All Room Ensuite "," FOR RENT: Decent new 4nos of 2bf flat with P.O.P, all rooms ensuit. At Abule Odu unity est.. Read more ",3,3,4,Idimu,Flat,Unity EstatevAbule AduEgbe Idimu Lagos,Idimu,501k-1M
6105,3 BEDROOM FLAT / APARTMENT FOR RENT,Standard 3 Bedroom Flat ,Beckley phase 2Abule Egba Lagos,naira,500000,Standard 3 Bedroom Flat , FOR RENT: 3 bedroom flat at Beckly estate pay and packing 500k total package 700k preferab.. Read more ,3,3,3,Egba,Flat,Beckley phase 2Abule Egba Lagos,Lekki Phase 2,Less than 500k
6106,3 BEDROOM FLAT / APARTMENT FOR RENT,"Newly built all rooms en-suite 3 bedroom flat, up flat is more like a terrace flat",Pedro Shomolu Lagos,naira,1600000,"Newly built all rooms en-suite 3 bedroom flat, up flat is more like a terrace flat"," FOR RENT: Newly built all rooms en-suite 3 bedroom flat, up flat is more like a terrace fl.. Read more ",3,3,4,Shomolu,Flat,Pedro Shomolu Lagos,Pedro Shomolu,1.1M-2M
6109,3 BEDROOM FLAT / APARTMENT FOR RENT,BRAND NEW 3BEDROOM FLAT ,"BAMO STREET, GOD CHOSEN ESTATE OGUDU GRA PHASE2 ESTATEOgudu Gra Ogudu Lagos",naira,1500000,BRAND NEW 3BEDROOM FLAT ," FOR RENT: A Fantastic Very SPACIOUS, and lovely 3bedroom flat, All rooms ensuite with Visi.. Read more ",3,4,4,Ogudu,Flat,"BAMO STREET, GOD CHOSEN ESTATE OGUDU GRA PHASE2 ESTATEOgudu Gra Ogudu Lagos",GRA Ogudu,1.1M-2M
6117,3 BEDROOM FLAT / APARTMENT FOR RENT,"Tastefully finished 3bedroom flat all rooms ensuite with guest toilet ample parking space, pop, screeded walls",Akoka Akoka Yaba Lagos,naira,1600000,"Tastefully finished 3bedroom flat all rooms ensuite with guest toilet ample parking space, pop, screeded walls", FOR RENT: Tastefully finished 3bedroom flat all rooms ensuite with guest toilet ample park.. Read more ,3,3,4,Yaba,Flat,Akoka Akoka Yaba Lagos,Akoka Yaba,1.1M-2M
6120,3 BEDROOM FLAT / APARTMENT FOR RENT,Serviced 3bedroom Luxury all rooms en-suite apartment with 4 toilet & baths,Onike Yaba Lagos,naira,2500000,Serviced 3bedroom Luxury all rooms en-suite apartment with 4 toilet & baths," FOR RENT: Serviced 3bedroom Luxury all rooms en-suite apartment with 4 toilet & baths, pop.. Read more ",3,3,4,Yaba,Flat,Onike Yaba Lagos,Onike Yaba,2.1M-5M
6121,3 BEDROOM FLAT / APARTMENT FOR RENT,"Standard 3bedroom flat upstairs apartment, at Olayemi Ayobo ",Olayemi Ayobo Ipaja Lagos,naira,500000,"Standard 3bedroom flat upstairs apartment, at Olayemi Ayobo "," FOR RENT: Standard 3bedroom flat upstairs apartment, with wardrobe, kitchen cabinet, all t.. Read more ",3,4,4,Ipaja,Flat,Olayemi Ayobo Ipaja Lagos,Ayobo Ipaja,Less than 500k
6128,3 BEDROOM FLAT / APARTMENT FOR RENT,Luxury 3 bedroom all rooms ensuite apartment plus a room bq,Off fola oshibo Lekki Phase 1 Lekki Lagos,naira,2200000,Luxury 3 bedroom all rooms ensuite apartment plus a room bq, FOR RENT: Tasteful 3 bedroom ensuite apartment with a well fitted kitchen plus a room bq .. Read more ,3,3,4,Lekki,Flat,Off fola oshibo Lekki Phase 1 Lekki Lagos,Phase 1 Lekki,2.1M-5M
6135,3 BEDROOM FLAT / APARTMENT FOR RENT,A very clean. 3bedroom duplex @ surulere,Kilo Marsha Surulere Lagos,naira,1500000,A very clean. 3bedroom duplex @ surulere, FOR RENT: Clean 3bedrm duplex at kilo 1.5m a yr in a block of flats tiled And decent with.. Read more ,3,,,Surulere,Flat,Kilo Marsha Surulere Lagos,Surulere,1.1M-2M
6138,3 BEDROOM FLAT / APARTMENT FOR RENT,Luxury serviced 3 bedroom all rooms ensuite apartment with a swimming pool,Banana island estate Banana Island Ikoyi Lagos,naira,8000000,Luxury serviced 3 bedroom all rooms ensuite apartment with a swimming pool, FOR RENT: Luxury 3 bedroom all rooms ensuite apartment with a room bq *Swimming pool .. Read more ,3,3,4,Ikoyi,Flat,Banana island estate Banana Island Ikoyi Lagos,Banana Island Ikoyi,Above 5M
6142,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom Flat ,Off Allen AvenueAllen Avenue Ikeja Lagos,naira,2500000,3 Bedroom Flat , FOR RENT: *IKEJA UPDATE* Newly Built (Brand new) 3 Bedroom Flat with wall screeded All.. Read more ,3,3,4,Ikeja,Flat,Off Allen AvenueAllen Avenue Ikeja Lagos,Allen Ikeja,2.1M-5M
6145,3 BEDROOM FLAT / APARTMENT FOR RENT,A standard 3bedroom @ ebutte metta yaba,Close to adekunleEbute Metta Yaba Lagos,naira,1100000,A standard 3bedroom @ ebutte metta yaba, FOR RENT: 3 bedroom flat all rooms ensuite with car park in Ebute Metta east. Rent: 1.1m... Read more ,3,,,Yaba,Flat,Close to adekunleEbute Metta Yaba Lagos,Adekunle Yaba,1.1M-2M
6146,3 BEDROOM FLAT / APARTMENT FOR RENT,A Beautiful 3 Bedroom Apartment In a Nice Environment,Old Ikoyi Ikoyi Lagos,naira,4000000,A Beautiful 3 Bedroom Apartment In a Nice Environment, FOR RENT: 3 bedroom Flat / Apartment for rent Old Ikoyi Ikoyi Lagos.. Read more ,3,,,Ikoyi,Flat,Old Ikoyi Ikoyi Lagos,Old Ikoyi,2.1M-5M
6147,3 BEDROOM FLAT / APARTMENT FOR RENT,"3 bedroom flat All rooms en-suits, upstairs",Magodo Gra Phase 1 Ojodu Lagos,naira,1200000,"3 bedroom flat All rooms en-suits, upstairs"," FOR RENT: *TO LET* 3 bedroom flat All rooms en-suits, upstairs Available. Rent: N1.2 mill.. Read more ",3,3,4,Ojodu,Flat,Magodo Gra Phase 1 Ojodu Lagos,Magodo Phase 1,1.1M-2M
6149,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat ,...Omole Phase 1 Ojodu Lagos,naira,1600000,3 bedroom flat , FOR RENT: Very nice perfect 3bedroom all room ensuilte with p o p ceilling good kitchen ca.. Read more ,3,3,4,Ojodu,Flat,...Omole Phase 1 Ojodu Lagos,Phase 1 Lekki,1.1M-2M
6152,3 BEDROOM FLAT / APARTMENT FOR RENT,"Newly Built 3 Bedroom Flat With All Rooms Ensuite Plus Guest Toilet, Water Heater, Screaded Walls, Pop, Kitchen Cabinets",oguduOgudu Lagos,naira,1500000,"Newly Built 3 Bedroom Flat With All Rooms Ensuite Plus Guest Toilet, Water Heater, Screaded Walls, Pop, Kitchen Cabinets"," FOR RENT: *LETTING* Newly Built 3 Bedroom Flat With All Rooms Ensuite Plus Guest Toilet, .. Read more ",3,3,4,oguduOgudu,Flat,oguduOgudu Lagos,Ogudu,1.1M-2M
6154,3 BEDROOM FLAT / APARTMENT FOR RENT,Massive exquisitely finished 3bedroom flat with bq,Arowojobe EstateMende Maryland Lagos,naira,3500000,Massive exquisitely finished 3bedroom flat with bq," FOR RENT: Massive, exquisitely finished 3 bedroom penthouse flat. With POP finishing, elev.. Read more ",3,3,0,Maryland,Flat,Arowojobe EstateMende Maryland Lagos,Maryland,2.1M-5M
6155,3 BEDROOM FLAT / APARTMENT FOR RENT,A very spacious and lovely 3bedroom @ adekunle ,Close to 3 mainland bridgeAdekunle Yaba Lagos,naira,2500000,A very spacious and lovely 3bedroom @ adekunle , FOR RENT: A brand new 3 bedroom all will all room ensuite flat for lease. At 2.5 million .. Read more ,3,,,Yaba,Flat,Close to 3 mainland bridgeAdekunle Yaba Lagos,Adekunle Yaba,2.1M-5M
6156,3 BEDROOM FLAT / APARTMENT FOR RENT,WELL BUILT MODERN STRUCTURE HAS A VACANT 3 BEDROOMS FLAT UP STAIRS WITH CAR PARK.,isaac john streetJibowu Yaba Lagos,naira,1200000,WELL BUILT MODERN STRUCTURE HAS A VACANT 3 BEDROOMS FLAT UP STAIRS WITH CAR PARK., FOR RENT: WELL BUILT MODERN STRUCTURE HAS A VACANT 3 BEDROOMS FLAT UP STAIRS WITH CAR PARK.. Read more ,3,3,4,Yaba,Flat,isaac john streetJibowu Yaba Lagos,Jibowu Yaba,1.1M-2M
6162,3 BEDROOM FLAT / APARTMENT FOR RENT,Newly built 3 bedroom service apartment with a room staff quarters ,Off Oniru Palace RoadOniru Victoria Island Lagos,naira,8000000,Newly built 3 bedroom service apartment with a room staff quarters , FOR RENT: DESCRIPTION: Newly Built fully service 3 bedroom apartment with an attached o.. Read more ,3,3,4,Island,Flat,Off Oniru Palace RoadOniru Victoria Island Lagos,Victoria Island,Above 5M
6175,3 BEDROOM FLAT / APARTMENT FOR RENT,"Superb 3bedroom Flat apartment, At Isokan Estate",Isokan Estate Ayobo Ipaja Lagos,naira,350000,"Superb 3bedroom Flat apartment, At Isokan Estate"," FOR RENT: Superb 3bedroom flat apartment, with wardrobe, kitchen cabinet, all tiles floor,.. Read more ",3,4,4,Ipaja,Flat,Isokan Estate Ayobo Ipaja Lagos,Ayobo Ipaja,Less than 500k
6176,3 BEDROOM FLAT / APARTMENT FOR RENT,An executive 3 bedroom flat,-Ogudu Orike Ogudu Lagos,naira,2000000,An executive 3 bedroom flat," FOR RENT: An Executive Clean & Decent Ensuites 3bd Flat @ Ogudu Orioke, Lagos, in a block .. Read more ",3,0,0,Ogudu,Flat,#NAME?,Orike Ogudu,1.1M-2M
6178,3 BEDROOM FLAT / APARTMENT FOR RENT,3bedroom flat in Oke Alo Estate Gbagada,Oke Alo EstateGbagada Lagos,naira,2000000,3bedroom flat in Oke Alo Estate Gbagada, FOR RENT: 3bedroom flat all room ensuite 2 in the compound in Oke Alo Estate Gbagada for N.. Read more ,3,3,,EstateGbagada,Flat,Oke Alo EstateGbagada Lagos,Gbagada,1.1M-2M
6188,3 BEDROOM FLAT / APARTMENT FOR RENT, 3bedroom flat ,Ogudu GRA phase 2Ogudu Gra Ogudu Lagos,naira,2500000, 3bedroom flat , FOR RENT: tastefully finished 12 units of 3Bedroom flats well finished all the room's ensu.. Read more ,3,3,4,Ogudu,Flat,Ogudu GRA phase 2Ogudu Gra Ogudu Lagos,Lekki Phase 2,2.1M-5M
6189,3 BEDROOM FLAT / APARTMENT FOR RENT,A standard 3bedroom @ akoka ,ObayunAkoka Yaba Lagos,naira,900000,A standard 3bedroom @ akoka , FOR RENT: Just Out: 3brm flat 3t3b upstairs at Obayan str Akoka Yaba - #900k/1yr Corpor.. Read more ,3,,,Yaba,Flat,ObayunAkoka Yaba Lagos,Akoka Yaba,501k-1M
6190,3 BEDROOM FLAT / APARTMENT FOR RENT,Luxury 3 bedroom all rooms en-suite apartment ,Off admiralty way Lekki Phase 1 Lekki Lagos,naira,3500000,Luxury 3 bedroom all rooms en-suite apartment , FOR RENT: Luxury 3 bedroom all rooms ensuite apartment with a well fitted kitchen *Gene.. Read more ,3,3,4,Lekki,Flat,Off admiralty way Lekki Phase 1 Lekki Lagos,Phase 1 Lekki,2.1M-5M
6196,3 BEDROOM FLAT / APARTMENT FOR RENT,"A CLEAN AND WELL MAINTAINED SPACIOUS 3BEDROOMFLAT, MASTER BEDROOM ENSUITE, AND ROOMS HAVE WARDROBES, FITTED KITCHEN CABINET, AND JUST 4 FLATS IN D COMPOUND","OFF IGBOHO STREET, ALAPERE, BUT VERY CLOSE TO OGUDU ORIOKE, Alapere Kosofe Ikosi Lagos",naira,750000,"A CLEAN AND WELL MAINTAINED SPACIOUS 3BEDROOMFLAT, MASTER BEDROOM ENSUITE, AND ROOMS HAVE WARDROBES, FITTED KITCHEN CABINET, AND JUST 4 FLATS IN D COMPOUND"," FOR RENT: A VERY SPACIOUS well renovated 3bedroom flat, All round tiles, dining room se.. Read more ",3,3,3,Ikosi,Flat,"OFF IGBOHO STREET, ALAPERE, BUT VERY CLOSE TO OGUDU ORIOKE, Alapere Kosofe Ikosi Lagos",Ikosi Ketu,501k-1M
